date,home_team,away_team,home_goals,away_goals,match_importance_tier
2024-10-27,Iran,Morocco,7,0,QUALIFIER
2025-07-22,Qatar,Denmark,9,2,QUALIFIER
2024-11-10,Morocco,Japan,2,1,QUALIFIER
2021-08-09,Poland,Tunisia,3,2,CONFED_CAMP
2018-08-04,Morocco,Netherlands,1,1,FRIENDLY
2024-10-14,England,Ecuador,1,1,CONFED_CAMP
2018-02-19,Denmark,Spain,1,2,QUALIFIER
2018-06-13,Saudi Arabia,Ghana,7,1,FRIENDLY
2019-09-03,Germany,Switzerland,0,1,QUALIFIER
2022-05-22,USA,Costa Rica,0,0,QUALIFIER
2020-12-16,Croatia,Serbia,4,0,QUALIFIER
2024-05-04,Spain,Germany,5,0,FRIENDLY
2021-09-23,Senegal,Netherlands,0,5,FRIENDLY
2023-06-11,South Korea,USA,0,0,QUALIFIER
2025-04-14,Saudi Arabia,England,4,0,QUALIFIER
2022-03-02,Ghana,Tunisia,3,1,QUALIFIER
2024-01-29,Ghana,Switzerland,0,1,CONFED_CAMP
2020-06-07,Costa Rica,Ecuador,1,2,FRIENDLY
2019-03-08,Morocco,Croatia,0,0,FRIENDLY
2025-08-14,Germany,Colombia,1,0,QUALIFIER
2021-08-06,Brazil,Portugal,1,4,QUALIFIER
2026-01-30,Qatar,Iran,0,0,FRIENDLY
2018-09-02,Ecuador,Costa Rica,1,0,QUALIFIER
2023-04-26,Mexico,Germany,0,0,FRIENDLY
2018-07-22,Ghana,Japan,1,4,FRIENDLY
2024-08-24,Germany,Croatia,0,1,QUALIFIER
2022-05-01,Switzerland,Tunisia,1,0,QUALIFIER
2024-08-19,Australia,Iran,0,2,CONFED_CAMP
2019-10-10,Germany,Croatia,0,0,QUALIFIER
2025-05-18,Iran,South Korea,0,0,FRIENDLY
2021-09-10,Spain,Mexico,0,0,FRIENDLY
2021-05-03,Croatia,France,2,0,QUALIFIER
2020-12-06,Japan,Portugal,0,2,QUALIFIER
2023-12-18,Qatar,Uruguay,3,0,FRIENDLY
2021-06-06,Brazil,Canada,3,0,QUALIFIER
2022-01-26,Saudi Arabia,Serbia,3,1,FRIENDLY
2020-08-05,Ecuador,France,2,0,FRIENDLY
2023-10-07,Belgium,Australia,1,0,QUALIFIER
2022-05-06,Netherlands,Portugal,3,0,QUALIFIER
2018-01-02,Mexico,Germany,1,0,FRIENDLY
2018-01-04,Mexico,Senegal,2,0,FRIENDLY
2019-12-08,Poland,Qatar,0,1,FRIENDLY
2025-05-11,Qatar,Ecuador,0,3,FRIENDLY
2020-09-04,Cameroon,South Korea,2,3,FRIENDLY
2020-06-22,Argentina,Netherlands,1,4,QUALIFIER
2021-06-07,Ghana,Senegal,0,2,CONFED_CAMP
2020-04-25,Mexico,Iran,0,2,QUALIFIER
2019-11-01,Germany,Colombia,2,0,QUALIFIER
2020-06-11,Cameroon,Ecuador,2,1,QUALIFIER
2019-06-27,Colombia,Australia,0,0,QUALIFIER
2026-03-03,England,Belgium,1,5,QUALIFIER
2023-11-09,Belgium,Costa Rica,2,0,QUALIFIER
2018-07-12,Tunisia,Saudi Arabia,0,2,WC_FINAL
2024-09-11,Spain,Saudi Arabia,0,1,CONFED_CAMP
2018-05-11,Netherlands,Switzerland,0,0,FRIENDLY
2025-12-11,Ecuador,Denmark,2,0,CONFED_CAMP
2022-07-25,Switzerland,England,1,3,QUALIFIER
2020-10-15,Poland,Ghana,3,1,FRIENDLY
2022-04-25,Uruguay,Ghana,5,0,QUALIFIER
2026-04-07,Argentina,Brazil,0,2,FRIENDLY
2021-03-02,Ghana,South Korea,0,3,CONFED_CAMP
2021-05-28,Japan,Switzerland,0,0,FRIENDLY
2022-08-08,Switzerland,USA,0,3,FRIENDLY
2023-07-12,Canada,South Korea,1,0,CONFED_CAMP
2025-06-15,Spain,Netherlands,0,1,FRIENDLY
2020-09-07,Poland,Cameroon,0,4,QUALIFIER
2023-08-16,Germany,Japan,4,1,QUALIFIER
2023-10-09,France,Qatar,0,0,FRIENDLY
2019-12-15,Denmark,Costa Rica,1,5,QUALIFIER
2023-01-07,Australia,Ecuador,1,0,FRIENDLY
2019-05-11,Iran,Tunisia,0,4,QUALIFIER
2026-03-19,Netherlands,Uruguay,0,1,CONFED_CAMP
2019-09-09,Germany,Qatar,0,1,QUALIFIER
2018-08-29,Iran,Saudi Arabia,0,1,QUALIFIER
2023-05-24,Mexico,Morocco,5,3,QUALIFIER
2020-03-17,Croatia,Switzerland,0,2,QUALIFIER
2023-05-25,Ecuador,Switzerland,1,0,QUALIFIER
2021-08-16,Portugal,Ecuador,6,0,QUALIFIER
2018-10-30,Qatar,Uruguay,6,0,QUALIFIER
2022-11-02,Brazil,South Korea,1,8,QUALIFIER
2019-09-21,Serbia,Japan,5,0,WC_FINAL
2024-04-11,Brazil,Ecuador,1,0,QUALIFIER
2021-04-06,Uruguay,Costa Rica,0,1,CONFED_CAMP
2020-08-23,Netherlands,Switzerland,2,2,QUALIFIER
2021-08-30,Belgium,Portugal,0,3,CONFED_CAMP
2018-06-10,Uruguay,Mexico,4,1,FRIENDLY
2021-05-22,Spain,Germany,0,1,QUALIFIER
2021-08-13,England,Mexico,1,0,QUALIFIER
2022-03-25,Argentina,Portugal,0,0,QUALIFIER
2026-02-16,Australia,Uruguay,4,0,QUALIFIER
2021-04-15,Colombia,Switzerland,3,4,FRIENDLY
2025-04-06,France,Morocco,1,0,FRIENDLY
2025-04-03,Colombia,Argentina,1,3,QUALIFIER
2019-06-25,Germany,Mexico,1,2,QUALIFIER
2024-07-24,Croatia,Ghana,0,0,FRIENDLY
2022-12-13,Argentina,Australia,7,2,CONFED_CAMP
2024-10-23,Japan,Iran,0,1,QUALIFIER
2024-02-19,Uruguay,Germany,1,0,WC_FINAL
2018-03-27,Netherlands,Denmark,0,2,QUALIFIER
2020-06-16,Germany,Tunisia,7,0,FRIENDLY
2023-08-23,Saudi Arabia,Argentina,1,1,QUALIFIER
2026-04-21,Japan,Brazil,0,1,FRIENDLY
2018-01-17,Japan,South Korea,0,0,FRIENDLY
2025-04-12,Croatia,France,2,2,QUALIFIER
2020-06-08,Switzerland,Tunisia,0,0,QUALIFIER
2022-07-31,Portugal,Serbia,0,3,QUALIFIER
2021-07-13,Australia,South Korea,2,1,QUALIFIER
2018-08-02,USA,Belgium,2,2,QUALIFIER
2025-12-21,Croatia,Poland,8,0,CONFED_CAMP
2021-12-15,Senegal,Poland,0,2,QUALIFIER
2022-10-11,France,Japan,1,0,CONFED_CAMP
2022-08-28,Poland,Qatar,0,4,QUALIFIER
2023-10-16,Iran,Saudi Arabia,3,0,FRIENDLY
2026-01-06,Brazil,Morocco,1,2,QUALIFIER
2020-04-27,Switzerland,Belgium,0,0,CONFED_CAMP
2023-11-10,Spain,Mexico,4,0,QUALIFIER
2022-10-10,South Korea,Denmark,5,0,QUALIFIER
2026-03-21,Senegal,Ecuador,1,0,QUALIFIER
2021-07-24,Qatar,Ecuador,4,1,FRIENDLY
2018-03-12,Qatar,Mexico,3,1,CONFED_CAMP
2018-05-14,England,Spain,7,0,QUALIFIER
2025-01-16,Germany,France,0,0,QUALIFIER
2022-11-10,Senegal,Iran,4,1,FRIENDLY
2023-05-13,Tunisia,England,0,4,QUALIFIER
2018-01-19,England,Serbia,0,1,FRIENDLY
2021-06-13,England,Croatia,0,0,QUALIFIER
2022-08-02,Switzerland,England,0,0,CONFED_CAMP
2018-12-25,Mexico,Belgium,0,0,QUALIFIER
2018-07-26,Mexico,USA,0,0,QUALIFIER
2019-04-01,Belgium,South Korea,7,3,CONFED_CAMP
2024-11-20,Ecuador,Morocco,5,2,QUALIFIER
2020-02-20,Canada,Germany,0,0,CONFED_CAMP
2024-06-03,Ghana,Spain,2,0,FRIENDLY
2024-09-04,Saudi Arabia,Denmark,1,2,FRIENDLY
2019-03-08,Poland,South Korea,1,0,QUALIFIER
2023-04-25,Argentina,Canada,0,2,QUALIFIER
2021-05-01,England,South Korea,1,1,QUALIFIER
2023-01-17,Qatar,Germany,0,1,QUALIFIER
2025-08-11,Colombia,Iran,2,2,QUALIFIER
2022-12-25,Germany,Tunisia,2,2,CONFED_CAMP
2022-05-25,France,South Korea,0,0,FRIENDLY
2025-01-28,Japan,Morocco,1,2,QUALIFIER
2018-10-08,Morocco,Tunisia,2,0,QUALIFIER
2026-01-22,England,Switzerland,0,0,QUALIFIER
2018-07-07,Qatar,Colombia,1,0,FRIENDLY
2021-01-24,Australia,Netherlands,0,4,QUALIFIER
2019-09-25,Mexico,Morocco,1,1,CONFED_CAMP
2018-06-22,Uruguay,Serbia,1,0,QUALIFIER
2022-11-21,France,Denmark,0,3,CONFED_CAMP
2025-08-11,Australia,Iran,0,0,FRIENDLY
2024-09-24,Denmark,Spain,0,0,FRIENDLY
2024-09-29,South Korea,Saudi Arabia,4,0,QUALIFIER
2025-02-18,Denmark,Spain,2,0,CONFED_CAMP
2024-06-13,Portugal,Ecuador,0,0,QUALIFIER
2022-11-15,Canada,Qatar,3,2,QUALIFIER
2021-03-09,France,Canada,0,2,FRIENDLY
2025-07-29,Ecuador,Brazil,0,0,QUALIFIER
2022-01-23,Australia,Serbia,0,3,FRIENDLY
2026-02-25,Australia,England,0,0,QUALIFIER
2018-02-02,Belgium,Brazil,1,4,QUALIFIER
2025-11-09,Tunisia,South Korea,0,0,QUALIFIER
2025-01-15,Germany,Switzerland,5,2,QUALIFIER
2025-12-12,Cameroon,Serbia,1,1,CONFED_CAMP
2021-10-22,Portugal,Spain,1,0,QUALIFIER
2026-03-26,Netherlands,Senegal,0,0,FRIENDLY
2022-08-18,Denmark,Germany,4,2,QUALIFIER
2020-07-30,Netherlands,Ghana,0,1,QUALIFIER
2019-06-14,Senegal,Mexico,0,1,FRIENDLY
2018-07-13,Canada,Japan,0,0,QUALIFIER
2025-05-22,South Korea,Ghana,0,1,QUALIFIER
2021-01-25,Argentina,Qatar,1,1,QUALIFIER
2021-09-27,Portugal,Brazil,0,0,QUALIFIER
2023-04-02,Ecuador,Tunisia,0,0,FRIENDLY
2022-01-28,Saudi Arabia,Portugal,0,0,FRIENDLY
2019-05-31,Denmark,Netherlands,0,2,CONFED_CAMP
2024-02-04,Senegal,Poland,2,0,FRIENDLY
2023-04-22,Tunisia,Japan,2,0,QUALIFIER
2021-01-14,Switzerland,Saudi Arabia,1,1,QUALIFIER
2019-02-07,Senegal,Australia,2,1,QUALIFIER
2023-03-20,Brazil,USA,1,1,FRIENDLY
2024-04-07,Japan,Poland,2,0,QUALIFIER
2024-07-11,Serbia,Netherlands,0,2,WC_FINAL
2018-02-01,Serbia,Ghana,6,1,QUALIFIER
2024-05-05,Ecuador,Switzerland,0,0,CONFED_CAMP
2018-03-02,Senegal,Poland,1,2,WC_FINAL
2022-12-22,South Korea,Colombia,0,1,QUALIFIER
2025-03-11,Costa Rica,Portugal,1,2,WC_FINAL
2025-07-17,Colombia,Germany,2,1,QUALIFIER
2024-08-20,Costa Rica,Ghana,1,0,CONFED_CAMP
2021-12-18,Tunisia,Ecuador,4,5,QUALIFIER
2023-01-22,Uruguay,Ecuador,0,3,CONFED_CAMP
2019-03-12,USA,Japan,1,0,QUALIFIER
2022-12-13,USA,Iran,0,2,FRIENDLY
2018-04-03,Saudi Arabia,Argentina,1,4,FRIENDLY
2025-05-14,Tunisia,Switzerland,1,2,CONFED_CAMP
2025-09-20,Switzerland,Poland,0,0,QUALIFIER
2022-05-25,Poland,Brazil,0,2,QUALIFIER
2023-02-10,Brazil,Argentina,1,5,QUALIFIER
2018-06-03,South Korea,Ecuador,0,2,QUALIFIER
2021-01-28,Saudi Arabia,England,0,0,QUALIFIER
2025-12-29,Morocco,Netherlands,1,1,QUALIFIER
2022-06-27,South Korea,Ecuador,1,1,QUALIFIER
2024-03-11,Australia,Senegal,5,0,QUALIFIER
2023-01-14,Germany,Senegal,0,2,QUALIFIER
2020-09-03,Morocco,South Korea,2,3,WC_FINAL
2022-10-02,Argentina,Ecuador,1,2,FRIENDLY
2019-02-26,Brazil,Ecuador,0,2,QUALIFIER
2021-06-12,Mexico,Colombia,1,4,QUALIFIER
2022-01-21,Spain,Tunisia,1,2,QUALIFIER
2023-10-18,Ecuador,Costa Rica,0,0,QUALIFIER
2025-11-21,Saudi Arabia,Iran,0,4,QUALIFIER
2019-02-04,Saudi Arabia,Mexico,0,0,QUALIFIER
2021-02-26,Netherlands,Brazil,0,0,QUALIFIER
2018-01-18,France,USA,2,1,QUALIFIER
2021-07-26,Croatia,Netherlands,2,0,QUALIFIER
2023-06-15,Colombia,South Korea,0,0,CONFED_CAMP
2025-09-04,France,Germany,3,0,QUALIFIER
2020-01-07,Croatia,Belgium,0,0,WC_FINAL
2019-01-24,Belgium,Qatar,0,0,CONFED_CAMP
2020-03-15,Cameroon,Colombia,3,0,CONFED_CAMP
2020-09-12,Poland,Iran,0,1,QUALIFIER
2018-08-08,Colombia,Qatar,1,0,FRIENDLY
2022-07-26,USA,Saudi Arabia,1,0,QUALIFIER
2019-11-25,Uruguay,Poland,0,0,QUALIFIER
2022-01-17,Colombia,Tunisia,2,1,QUALIFIER
2022-07-18,Tunisia,Germany,0,0,FRIENDLY
2018-12-18,Canada,Costa Rica,1,6,QUALIFIER
2021-08-22,Switzerland,Uruguay,0,0,FRIENDLY
2025-02-09,Senegal,USA,3,0,CONFED_CAMP
2018-10-03,Senegal,Saudi Arabia,0,0,FRIENDLY
2026-05-06,Japan,Portugal,0,1,CONFED_CAMP
2024-05-28,France,Croatia,1,0,QUALIFIER
2020-11-15,Portugal,Croatia,0,1,WC_FINAL
2019-06-16,Germany,Portugal,0,1,QUALIFIER
2025-12-04,Cameroon,USA,1,0,QUALIFIER
2020-07-26,Costa Rica,Portugal,1,3,FRIENDLY
2023-11-11,Germany,Iran,2,2,FRIENDLY
2023-02-19,Serbia,Japan,2,1,CONFED_CAMP
2021-06-05,Qatar,Belgium,1,0,FRIENDLY
2020-06-09,Colombia,Iran,2,1,QUALIFIER
2022-05-01,Croatia,Canada,0,1,QUALIFIER
2023-12-31,Serbia,Morocco,2,0,FRIENDLY
2019-01-01,Brazil,Germany,1,0,FRIENDLY
2019-11-06,Australia,Serbia,6,4,QUALIFIER
2022-08-03,France,Argentina,3,0,FRIENDLY
2023-04-12,Tunisia,Ecuador,1,1,QUALIFIER
2026-04-02,Netherlands,Ecuador,0,0,FRIENDLY
2022-06-15,Serbia,Japan,5,1,FRIENDLY
2020-09-24,France,Tunisia,0,0,QUALIFIER
2019-07-15,Denmark,Senegal,0,2,FRIENDLY
2020-04-24,Poland,Croatia,4,0,QUALIFIER
2021-10-26,Croatia,Senegal,0,0,CONFED_CAMP
2023-06-19,Mexico,Croatia,1,0,FRIENDLY
2024-04-19,England,Serbia,0,4,QUALIFIER
2022-10-02,Germany,Mexico,1,0,FRIENDLY
2025-07-26,Costa Rica,Argentina,0,1,FRIENDLY
2024-09-16,Croatia,Denmark,2,0,CONFED_CAMP
2020-04-09,Australia,England,0,0,QUALIFIER
2022-07-10,South Korea,Spain,2,0,QUALIFIER
2021-07-13,Costa Rica,Belgium,0,0,QUALIFIER
2025-11-17,Mexico,Cameroon,1,0,QUALIFIER
2025-05-23,Belgium,Portugal,0,1,CONFED_CAMP
2025-07-03,Canada,Portugal,1,4,FRIENDLY
2021-01-17,England,South Korea,2,1,QUALIFIER
2021-09-30,Costa Rica,Denmark,1,0,QUALIFIER
2020-08-03,Denmark,USA,1,0,QUALIFIER
2018-03-12,Ghana,France,4,2,WC_FINAL
2020-07-17,Ecuador,Poland,1,3,CONFED_CAMP
2024-09-15,Denmark,Saudi Arabia,2,0,WC_FINAL
2018-09-11,USA,Brazil,2,0,QUALIFIER
2019-01-25,USA,England,0,0,QUALIFIER
2021-01-28,Belgium,Costa Rica,0,0,QUALIFIER
2026-04-29,Uruguay,Brazil,2,0,QUALIFIER
2021-10-27,Spain,Morocco,0,0,QUALIFIER
2025-05-27,Croatia,Denmark,1,3,QUALIFIER
2023-04-18,Cameroon,Saudi Arabia,0,0,QUALIFIER
2026-04-12,Saudi Arabia,Poland,5,0,FRIENDLY
2025-09-16,Ghana,Iran,1,0,CONFED_CAMP
2021-01-12,Saudi Arabia,South Korea,1,0,QUALIFIER
2019-07-26,Portugal,Netherlands,3,7,QUALIFIER
2021-11-14,Canada,Argentina,0,2,CONFED_CAMP
2025-11-16,Japan,Croatia,0,1,FRIENDLY
2020-11-20,Saudi Arabia,Croatia,0,6,QUALIFIER
2022-01-08,Brazil,Australia,1,1,QUALIFIER
2022-07-03,Switzerland,Australia,8,1,QUALIFIER
2021-07-23,France,Ecuador,0,3,QUALIFIER
2023-06-27,France,Belgium,0,0,WC_FINAL
2021-12-31,Poland,Costa Rica,0,0,FRIENDLY
2021-05-29,Australia,Japan,2,0,FRIENDLY
2018-04-11,Argentina,Netherlands,2,0,CONFED_CAMP
2022-07-21,Ecuador,Spain,2,1,WC_FINAL
2021-11-22,Brazil,Serbia,2,1,QUALIFIER
2023-10-26,Uruguay,Germany,7,0,FRIENDLY
2023-09-09,Japan,Spain,0,0,WC_FINAL
2019-11-12,Uruguay,England,0,1,QUALIFIER
2021-11-09,Japan,Denmark,2,0,QUALIFIER
2024-01-26,Australia,Uruguay,0,2,QUALIFIER
2022-11-20,Denmark,Senegal,1,1,FRIENDLY
2025-04-04,Brazil,Netherlands,0,0,FRIENDLY
2021-10-31,Iran,Argentina,5,1,FRIENDLY
2024-01-17,Qatar,Portugal,1,0,QUALIFIER
2019-10-31,South Korea,Netherlands,0,1,QUALIFIER
2018-03-07,Switzerland,Canada,6,3,CONFED_CAMP
2023-05-25,Brazil,Japan,0,2,QUALIFIER
2020-08-03,Spain,Belgium,2,3,WC_FINAL
2021-11-15,Netherlands,Uruguay,6,1,FRIENDLY
2023-09-11,Canada,Australia,0,2,QUALIFIER
2025-09-14,Costa Rica,Senegal,0,0,FRIENDLY
2022-04-29,Morocco,England,0,0,QUALIFIER
2025-05-21,USA,Portugal,1,7,QUALIFIER
2018-10-22,Switzerland,Mexico,3,1,QUALIFIER
2019-04-07,England,Brazil,0,2,CONFED_CAMP
2020-03-02,France,Serbia,2,1,FRIENDLY
2023-11-23,Japan,Netherlands,2,0,FRIENDLY
2026-01-05,France,Netherlands,1,0,FRIENDLY
2018-11-20,England,Costa Rica,5,2,QUALIFIER
2024-08-15,Cameroon,Canada,2,1,QUALIFIER
2021-06-06,Saudi Arabia,England,1,0,WC_FINAL
2025-04-11,Iran,Cameroon,1,0,QUALIFIER
2020-07-16,Denmark,Mexico,0,2,QUALIFIER
2023-09-13,Poland,Qatar,1,0,CONFED_CAMP
2023-08-06,Serbia,Costa Rica,5,4,FRIENDLY
2022-09-05,Spain,Saudi Arabia,0,0,FRIENDLY
2018-01-15,Qatar,Spain,2,0,FRIENDLY
2018-10-20,Croatia,Cameroon,2,0,FRIENDLY
2023-06-02,Colombia,Qatar,2,0,FRIENDLY
2020-04-05,Belgium,Serbia,1,0,QUALIFIER
2020-11-30,Cameroon,Switzerland,1,1,FRIENDLY
2021-09-08,Argentina,South Korea,1,0,FRIENDLY
2019-01-10,Netherlands,Cameroon,1,1,QUALIFIER
2019-03-03,Uruguay,Argentina,1,0,FRIENDLY
2023-09-02,Senegal,Spain,4,0,QUALIFIER
2019-10-27,Belgium,South Korea,0,0,CONFED_CAMP
2019-01-15,Uruguay,Germany,1,0,QUALIFIER
2022-12-20,Poland,Colombia,0,3,QUALIFIER
2024-03-17,Iran,Saudi Arabia,2,1,QUALIFIER
2019-06-20,Costa Rica,Serbia,1,1,FRIENDLY
2024-11-02,Croatia,England,1,1,CONFED_CAMP
2025-11-27,Uruguay,Australia,1,0,QUALIFIER
2024-12-26,Denmark,Croatia,1,1,QUALIFIER
2021-07-25,Argentina,Poland,0,1,QUALIFIER
2025-11-15,Poland,Iran,3,0,FRIENDLY
2019-02-14,Cameroon,Germany,0,0,QUALIFIER
2024-11-02,Denmark,Uruguay,1,0,CONFED_CAMP
2023-11-04,Ghana,Brazil,1,0,QUALIFIER
2022-03-17,Senegal,Switzerland,0,0,QUALIFIER
2025-05-20,Uruguay,Australia,0,0,QUALIFIER
2019-05-31,Qatar,Costa Rica,0,0,QUALIFIER
2020-05-27,Saudi Arabia,South Korea,0,0,FRIENDLY
2025-11-23,Cameroon,Mexico,0,0,FRIENDLY
2024-06-13,Saudi Arabia,Ghana,5,1,QUALIFIER
2024-03-30,Tunisia,Costa Rica,1,4,QUALIFIER
2020-01-07,Croatia,Netherlands,3,3,QUALIFIER
2019-01-22,Morocco,Qatar,3,2,QUALIFIER
2018-06-11,Spain,Costa Rica,0,1,WC_FINAL
2024-02-17,Costa Rica,Switzerland,0,0,QUALIFIER
2023-05-04,Colombia,Netherlands,4,0,QUALIFIER
2018-10-22,Portugal,Germany,5,2,CONFED_CAMP
2021-01-26,Uruguay,Saudi Arabia,5,5,QUALIFIER
2020-07-23,Japan,Portugal,0,0,WC_FINAL
2022-02-08,Canada,Saudi Arabia,0,0,QUALIFIER
2023-04-29,Belgium,Argentina,2,0,QUALIFIER
2025-09-24,Serbia,South Korea,1,0,QUALIFIER
2022-04-18,Tunisia,Qatar,1,2,QUALIFIER
2026-01-31,Poland,Japan,1,9,FRIENDLY
2021-07-27,Poland,Tunisia,1,2,FRIENDLY
2021-09-28,Uruguay,Tunisia,0,0,CONFED_CAMP
2018-11-23,Ecuador,Australia,0,0,CONFED_CAMP
2025-10-16,Ghana,Germany,2,2,QUALIFIER
2025-05-28,Canada,Senegal,1,2,QUALIFIER
2018-01-03,Belgium,Japan,0,2,QUALIFIER
2022-01-22,Cameroon,Portugal,0,1,QUALIFIER
2024-07-10,Netherlands,Morocco,1,0,FRIENDLY
2018-08-31,USA,Switzerland,0,0,FRIENDLY
2024-08-14,Netherlands,Argentina,0,0,QUALIFIER
2025-01-07,Japan,Canada,1,0,QUALIFIER
2021-10-24,Colombia,Denmark,0,1,QUALIFIER
2023-03-11,South Korea,Canada,3,1,QUALIFIER
2025-08-12,South Korea,Cameroon,2,3,CONFED_CAMP
2021-10-02,Denmark,Australia,3,3,CONFED_CAMP
2025-01-01,Canada,Saudi Arabia,0,0,QUALIFIER
2025-03-15,Denmark,Cameroon,1,0,FRIENDLY
2018-08-24,Poland,Cameroon,0,0,CONFED_CAMP
2023-02-16,Senegal,Costa Rica,0,0,QUALIFIER
2021-07-04,Ecuador,Brazil,0,1,QUALIFIER
2019-12-11,Qatar,Croatia,0,2,FRIENDLY
2022-11-04,Netherlands,Serbia,1,3,CONFED_CAMP
2022-03-08,Japan,South Korea,0,0,QUALIFIER
2022-04-19,Ecuador,Poland,1,2,WC_FINAL
2024-11-23,Serbia,Iran,0,0,CONFED_CAMP
2022-07-24,Senegal,France,4,2,FRIENDLY
2025-05-29,Netherlands,Cameroon,0,1,QUALIFIER
2021-07-04,Australia,Tunisia,0,3,FRIENDLY
2019-04-08,Australia,England,0,1,WC_FINAL
2020-05-04,Qatar,Switzerland,0,0,QUALIFIER
2024-03-30,Japan,Qatar,0,3,FRIENDLY
2026-04-27,Costa Rica,Japan,1,0,FRIENDLY
2019-07-02,Argentina,Netherlands,0,1,FRIENDLY
2021-07-22,Mexico,Croatia,0,0,FRIENDLY
2025-08-29,Australia,Poland,3,1,QUALIFIER
2018-06-15,Spain,Iran,1,0,QUALIFIER
2021-06-06,Australia,Colombia,5,3,QUALIFIER
2022-09-15,Costa Rica,Ecuador,0,3,QUALIFIER
2022-09-01,Senegal,Ghana,2,1,FRIENDLY
2024-06-03,Costa Rica,Australia,1,2,QUALIFIER
2026-02-25,Cameroon,Mexico,0,6,QUALIFIER
2024-06-18,Iran,Argentina,1,2,QUALIFIER
2020-04-19,Ecuador,Portugal,1,0,QUALIFIER
2020-10-26,South Korea,Poland,0,3,QUALIFIER
2023-10-02,Costa Rica,Croatia,0,1,FRIENDLY
2024-09-22,Saudi Arabia,Tunisia,0,1,QUALIFIER
2021-01-03,Canada,Cameroon,0,2,WC_FINAL
2025-03-04,Uruguay,Switzerland,0,2,CONFED_CAMP
2020-02-26,Portugal,Australia,3,0,WC_FINAL
2022-05-07,Senegal,Japan,2,0,CONFED_CAMP
2024-04-03,Brazil,Cameroon,2,2,FRIENDLY
2020-05-07,France,Tunisia,1,0,FRIENDLY
2019-10-26,Colombia,Morocco,1,3,QUALIFIER
2018-12-16,Canada,Ghana,2,0,QUALIFIER
2022-02-09,Croatia,Tunisia,0,0,FRIENDLY
2018-05-14,Croatia,France,1,0,QUALIFIER
2019-08-17,Portugal,France,4,2,FRIENDLY
2025-03-16,Denmark,Tunisia,0,0,QUALIFIER
2019-03-19,Brazil,Japan,0,3,QUALIFIER
2025-01-09,Saudi Arabia,Japan,0,2,FRIENDLY
2023-11-21,Portugal,Colombia,2,0,QUALIFIER
2020-08-06,Switzerland,Netherlands,1,7,QUALIFIER
2022-12-24,Brazil,Canada,1,5,QUALIFIER
2022-08-02,Portugal,Cameroon,3,5,FRIENDLY
2024-02-11,Belgium,Serbia,2,0,CONFED_CAMP
2019-02-09,Japan,Cameroon,2,0,QUALIFIER
2018-05-23,Switzerland,Japan,0,3,QUALIFIER
2021-07-22,Portugal,Belgium,0,0,CONFED_CAMP
2021-08-08,Qatar,Australia,0,0,QUALIFIER
2022-07-13,Qatar,Switzerland,0,1,QUALIFIER
2018-07-10,Mexico,Ghana,0,1,CONFED_CAMP
2021-10-30,Mexico,Tunisia,0,0,QUALIFIER
2022-12-25,Tunisia,Saudi Arabia,0,0,QUALIFIER
2023-03-21,Japan,Cameroon,0,0,QUALIFIER
2018-02-23,Germany,USA,2,1,QUALIFIER
2019-01-03,Saudi Arabia,Tunisia,2,0,FRIENDLY
2020-09-11,Ecuador,Brazil,0,0,WC_FINAL
2025-02-19,Belgium,Morocco,0,1,FRIENDLY
2025-10-09,Belgium,Costa Rica,1,0,CONFED_CAMP
2022-11-13,Argentina,Croatia,3,0,QUALIFIER
2024-04-12,Morocco,England,1,1,FRIENDLY
2019-09-24,Canada,France,0,2,QUALIFIER
2025-02-25,Costa Rica,Canada,0,0,FRIENDLY
2023-11-12,Denmark,Netherlands,1,0,FRIENDLY
2022-12-05,Saudi Arabia,Qatar,1,0,FRIENDLY
2018-10-31,France,Iran,0,5,WC_FINAL
2022-05-02,South Korea,Denmark,0,1,CONFED_CAMP
2024-11-01,Colombia,Ecuador,4,2,CONFED_CAMP
2022-08-18,Netherlands,South Korea,1,0,FRIENDLY
2022-08-30,Portugal,Cameroon,1,0,FRIENDLY
2018-02-07,Costa Rica,Senegal,3,0,FRIENDLY
2024-05-18,Ghana,Qatar,0,0,QUALIFIER
2023-05-07,Japan,Morocco,3,3,FRIENDLY
2020-07-30,Japan,Ecuador,0,0,FRIENDLY
2020-11-04,Colombia,Netherlands,1,0,QUALIFIER
2018-04-11,Japan,Mexico,1,1,QUALIFIER
2020-04-17,Qatar,Belgium,6,1,QUALIFIER
2024-03-07,Costa Rica,Croatia,0,3,WC_FINAL
2026-02-07,Brazil,Germany,0,2,QUALIFIER
2024-01-18,Japan,Argentina,2,0,QUALIFIER
2025-05-25,Ecuador,Argentina,4,0,QUALIFIER
2020-05-26,Spain,Iran,0,5,QUALIFIER
2019-08-27,Spain,Germany,3,0,QUALIFIER
2022-09-04,England,Japan,0,0,FRIENDLY
2018-06-13,Mexico,Netherlands,0,1,QUALIFIER
2020-06-30,Spain,Germany,5,0,FRIENDLY
2026-05-09,Morocco,USA,0,1,QUALIFIER
2024-01-18,England,Morocco,3,1,QUALIFIER
2022-09-16,Ghana,Serbia,0,0,QUALIFIER
2026-02-18,Spain,Netherlands,0,0,QUALIFIER
2025-07-22,Switzerland,Senegal,2,0,WC_FINAL
2018-01-14,Serbia,South Korea,3,1,QUALIFIER
